id,Title,Country-City,url,Phone,Email,Website,Instagram,Linkedin,WhatsApp,Facebook,YouTube,Telegram,Vkontakte,Twitter,Viber
102,GALLERY OF WINDOWS,Russia - Ufa,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x856b83509942064da4eb5d635f40346e,+7 (347) 201-07-34,,www.galwin.ru,,,,,,,,,
103,GAMMA KZ - FORMWORK SYSTEMS,Kazakhstan - Astana,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xfdd5d65411ee3a4397d6f007b2d9a5a6,+77027774391,info@gammakaz.kz,gammakaz.kz,https://www.instagram.com/gamma_kz/,,,,,,,,
104,GAMMA MECCANICA SPA,Italy - Bibbiano,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xcc613c03a6030347adf03c6f86d19a78,+39 0522 240811,maria.golubeva@gamma-meccanica.it,www.gamma-meccanica.it,,https://www.linkedin.com/company/gamma-meccanica-spa/,,https://www.facebook.com/gammameccanica,https://www.youtube.com/@gammameccanicaspa5956,,,,
105,GENERATSIYA,Russia,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3b62271d05fa,,,,,,,,,,,,
106,GEOMASH,Russia - Vladimir,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xf151f928f08f49498c573eef4285111c,+7 (915) 041-02-87,sales@geomash.ru,www.geomash.ru,,,+79150410287,,https://www.youtube.com/channel/UC1JYIrqlvhAdc119zSuCeGg,,VK: https://vk.com/geomash,,
107,GEOSM,Russia - Nizhniy Novgorod,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x815fd72d4048f5ef11ee21fc385fe58d,+7-7172-69-62-45,info@geo-sm.kz,geo-sm.kz,,,,,https://www.youtube.com/c/GeoSM,,,,
108,GERVENT RUS,Russia - Cheboksary,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xf736125ae4daf24dbd5a48449d5474df,+79196761991,sav@nanodeflector.com,nanodeflektor.ru,,,,,https://www.youtube.com/@GERVENT,,VK: https://vk.com/nanodeflector,,
109,GIDROSIB,Russia - Novosibirsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x2b968c720666384386028ce0018db903,"+7 (383) 212-80-75, +7 (383) 373 23-80",info@gidrosib.com,gidrosib.com,,,+7 913 986 64 40,,,,VK: https://vk.com/gidrosib,,
110,GOKER,"Turkey - Ankara, Sincan",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xfc6db7eea0df764193b15bfb46894cad,+90 312 267 09 94,info@goker.com.tr,www.goker.com.tr,goker_as,https://tr.linkedin.com/company/goker-is-makinalari,+90 533 437 76 74,https://www.facebook.com/gokerismakinalari,https://www.youtube.com/@gokerismakinalari807,+90 533 437 76 74,,,
111,GRANDE FORGE,France - Eschau,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3b70f3b3b38d,+33(0)-3-88-64-88-42,liliana.faure@grande-forge.tm.fr,,,https://www.linkedin.com/showcase/11272982/admin/,,https://www.facebook.com/FinestFrenchForging/,https://www.youtube.com/watch?v=vJRGsU-oozo,,,,
112,GRAPHENSTONE,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xfc87a1450a0bf149b35a9b79f9ea977a,+ 7 701 111 71 71; +7 701 728 05 18,"zhanna.s@graphenstone.kz, s.k.zhanna@mail.ru",www.graphenstone.kz,graphenstone_paints_kz,,,Graphenstone Kazaakhstan,,,,,
113,GUNUO(TIANJIN) INDUSTRIAL CO.,China - Tianjin,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xd7b94be2c0b52645951243dd0b08d89c,+862084267539,enquiry@gnsealant.com,www.gnsealant.com,"GUNUO TIANJIN INDUSTRIAL CO.,LTD","GUNUO TIANJIN INDUSTRIAL CO.,LTD",0086 13434227916,"GUNUO TIANJIN INDUSTRIAL CO.,LTD","GUNUO TIANJIN INDUSTRIAL CO.,LTD",,,,
114,QUANGONG MACHINERY CO.,China - Quanzhou,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x3a5f5db7dd2bfa479e99050af2fb2842,+86 595 8679 9299,overseas@qzmachine.com,www.qzmachine.com,,,,,,,,,
115,FUJIAN HERUN STONE CO.,China - Quanzhou,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x160de255166bcb47b4871373060d00ac,0086-595-86006262,libby@hrsasia.cn,www.huarunstone.com,,,,,,,,,
116,HAFELE,Germany - Nagold,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x815fd72d4048f5ef11ee21fc385fe591,+7(727)375-12-98,office@hafele.kz,hafeleshop.kz,https://www.instagram.com/hafele_kazakhstan/,,,https://www.facebook.com/HafeleKazakhstan/,,,,,
117,HESS GROUP GMBH,Germany - Burbach- Wahlbach,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe13c6a068195d1478c5de9e8df34244f,+49 2736 4976 0,info@hessgroup.com,www.hessgroup.com,,https://www.linkedin.com/company/hess-group,,,https://www.youtube.com/c/HESSGROUP/videos,,,,
118,JIANGSU HAIFA NEW MATERIALS TECHNOLOGY CO.,"China - Wuxi, Jiangsu",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xf607cbea64be324fa759e32d0a34fb01,0086-18652456212,hafa1@wxhaifa.com,www.wxhaifa.com,,,,,,,,,
119,SHANDONG HUAJIAN ALUMINIUM GROUP CO.,"China - Weifang, Shandong Province",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x36d31a0bd049354b9199c22929c4a48a,0086-13583672932,andreadou@huajian-al.com,www.hjaluminumwindow.com,,,,,,,,,
120,"AUTONOMOUS NON-PROFIT ORGANIZATION ""AGENCY FOR INVESTMENT AND EXPORT DEVELOPMENT OF THE REPUBLIC OF MARI EL""",Russia - Yoshkar-Ola,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x1c5cc97fdf8ef841893a0f59e3666163,+7 (8362) 34-19-19,invest.export12@mail.ru,export12.com,,,,,,,,,
121,ICA EVENTS,United Arab Emirates - Dubai,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3c0a9cffe7c0,+971 4 5545319,info@ica-eurasia.com,ica.events,,,,,,,,,
122,ID TRADE LTD,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xdae72db19f1dfc4d921756ad2639f870,+7 777 306 6030,inurabaev@idt.kz;,www.idt.kz,https://instagram.com/idtrade_facade?igshid=MzRlODBiNWFlZA==,,+7 777 306 6030,,,,,,
123,INNOVATIVE BUSINESS GROUP,Russia - Novosibirsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xccd48b83d6d2744d8c648a2f64e913fe,+7 913 922 95 99,export@mir.inbg.ru,www.inbg.ru,,,,,,,,,
124,INTOP,Russia - Irkutsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x13b2700dcc336646ae11ca5ac59d14bb,+79025118664,k.sadovsky@intop.pro,www.intop.pro,,,,,,,,,
125,ISKER COMPANY,Kazakhstan - Каскелен,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xfa30245801658c42a4b966b9724cbc95,+77074522121,info@iskercompany.kz,isker.com.kz,isker.com.kz,,+77074522121,,,,,,
126,ISMAILOV R.R.,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x815fd72d4048f5ef11ee213cab6832f4,+7-727-394-39-66,5-ugol@inbox.ru,5ugol.kz,,,,,,,,,
127,ISOMAX RUS,Russia - Ekaterinburg,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3b70f3b3b38f,+7(343)379-06-00,info@isomaxrus.ru,https://isomaxrus.ru/,,,,,,,,,
128,ITACA CERAMIC PRIVATE LIMITED,"India - Morbi, Gujarat",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x226706fbb8ab56429a6052dc28bf635d,+919978688217,export.europe@itaca.in,www.itaca.in,https://instagram.com/itaca_ceramic?igshid=ODM2MWFjZDg=,https://www.linkedin.com/in/itacaceramic,,https://www.facebook.com/www.itaca.in?mibextid=ZbWKwL,https://www.youtube.com/watch?v=avSL9SRHJuE,,,,
129,ITECA,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xca079f39176ff546a6f6dd4788377128,+7 727 2583434,contact@iteca.kz,www.iteca.kz,https://www.instagram.com/building_events_kz/,https://www.linkedin.com/company/iteca/,+7 707 549 12 40,https://www.facebook.com/building.events.kazakhstan,https://www.youtube.com/watch?v=pb0Rw5CuaWA,,,,
130,IVANOVO MECHANICAL PLANT,Russia,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x7204b11c9829bf489203415cdeed5092,,,,,,,,,,,,
131,JUNG,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8a4d537df57ec94fae9fe7a92c4f31b8,8 727 313 17 12,info@jung.kz,,,,87085900844,,,87085900844,,,87085900844
132,3D KRESTIKI,Russia - Volgograd,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8e69f8482a019e4596cf570973b725eb,8 (800) 505 50 38,sale@3dsvp.ru,www.3dkrestiki.ru,instagram.com/svp_3dkrestiki,,,,https://www.youtube.com/channel/UC5d23WupUJmvWEp6AxFT48A,https://t.me/svp_3dkrestiki,VK: https://vk.com/svp_3dkrestiki,,
133,BEAUTIFUL HOUSES PRESS,Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa12e1c311171fc488065938b4fcd4569,0074957305592,info@houses.ru,houses.ru,,,,,,,,,
134,FUJIAN PROVINCE KAIDA STONE MACHINERY CO.,China - Quanzhou,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa56731386b57c844ba13b281670ed8e9,0086-595-85750356,admin@kaida888.cn,www.kaidamachines .com,,,,,,,,,
135,GUANG DONG KINLONG HARDWARE PRODUCTS  CO,China - Dongguan,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x21bd8c6f8b35b541b948ffebe6d69ab3,0086-769-82166666,mail@kinlong.com,www.kinlong.com,,,,,,,,,
136,KAFT SYSTEM,Russia -  Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x258c6dcee04de647858d34800760e406,+7(495)432-35-55,sales@kaftsystem.com,kaftsystem.com,,,,,,,,,
137,KALIPSO PKF OOO,Russia - Magnitogorsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x9e0f383b8fc1904db063c3724861178a,"+7 (3519) 23-20-93, +7 (3519) 23-42-97, +7 992-518-61-26","pkfkalipso@mail.ru, psr1995@mail.ru",https://kalipso74.ru/,,,,,,,,,
138,KAZGOR DA LLP,Kazakhstan,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x1d607669bd3e134aaa219987188adce2,,,,,,,,,,,,
139,KAZPAN,Kazakhstan - Astana,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x950913e0dcd8af4badfd7ab6daa86e92,+77777705363,info@kazpan.com,kazpan.com,,,,,,,,,
140,KCT BUILDING MATERIALS,United Arab Emirates - Dubai,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xaaeb73e7e4bfb944b3117682784a88e4,0097145549076,Cmo@kct.ae,www.kct.ae,KCT_BUILDING_MATERIAL,KCT BUILDING MATERIAL,,,,,,,
141,KERAMIN,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x30c7752b21ba5d4a91b208b86e5de15e,"+7 707 333 81 63, +7 747 273 1993",astana@keramir.kz,https://keramin-astana.kz,keramir_kz,,+7 778 974 70 30,https://www.facebook.com/TDKeraminAstana?mibextid=LQQJ4d,,,,,
142,KEREMET-07,Kazakhstan,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa4cf3fc125bd2d449075f2660ff10c25,,,,,,,,,,,,
143,KESTO,Russia - Saint Petersburg,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x0801617d0e93544bba9a6c401559cb11,+7 (812) 448 61 47,info@kesto.ru,www.kesto.ru,,,,,,https://t.me/+bnRA7BDpwPI5NDAy,VK: vk.com/kestoru,,
144,KLEYTON,Russia - Voronezh,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3da499852456,"+7 (473) 260-67-38, +7 (495) 984-30-86, +7 (812) 612-44-30","Ledtime@mail.ru, Ledtime-vrn@mail.ru",kleyton.ru,,,,,,,,,
145,KMK GROUP,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xd94e26cedbd9904184951e33ecf8136f,87213997788,marketing@kmktradeco.kz,www.kmktradeco.kz,kmk_trade,,87002125208,,,,,,
146,VOLGOGRAD CERAMIC PLANT,Russia - Volgograd,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3b222e56a8d5,"+7 (8442) 47-64-09, 8(8442) 62-45-53","info@vkz.ru, a_savrasov@axima-ceramica.com",vkz.ru,,,,,,,,,
147,XIAMEN KINGRHINO IMP.&EXP. CO.,China - Xiamen,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xb3118933f4a92a4fa379ff443a3cef0a,13850755779,77365384@qq.com,https://kingrhino.en.made-in-china.com/,,+8613850755779,+86-13799766245,,,,,,
148,EXPORT SUPPORT CENTER OF LENINGRAD REGION,Russia - St. Petersburg,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xd6ac69b184fcaf42ab58e314694c2535,+7-812-6440122,Exportlo@crplo.ru,crplo.ru/export,,,,,,https://t.me/export47,VK: https://vk.com/crploru,,
149,JINHUA LEADOORS CO.,China - Zhejiang,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x223f9c804e616046975f20e16eaf687d,13506597868,503145757@qq.com,www.leadoors.com,,,,,,,,,
150,LANDSCAPE ARCHITECTURE & DESIGN,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x4c01660203abe9419cd2037158f349aa,+77006980851,info@ladd.kz,www.ladd.kz,,,,,,,,,
151,LASCO UMFORMTECHNIK GMBH,Germany - Coburg,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xc72776fde277424ba8ccf00ac3d3c81e,+49 9561 642-0,pavel.benner@lasco.de,www.lasco.com,,https://www.linkedin.com/company/lasco-umformtechnik-gmbh,,https://www.facebook.com/LASCOumformtechnik,https://www.youtube.com/channel/UCpgBplepPYDrznvhUnk1Wag,,,,
152,LAVIT TILE,"India - Morbi, Gujarat",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x7d15a58f443f354e81d9f10054de3c6e,+9978699944,export@lavittile.com,www.lavittile.com,https://www.instagram.com/lavit_tile/,https://www.linkedin.com/company/lavit-tile-llp,,https://www.facebook.com/lavittile/,,,,,
153,LEADER ENGINEERING COMPANY,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x33b1866954a64448ab737f22902205e7,+7 727 222 31 33,info@leadereng.kz,www.leadereng.kz,,,+7 708 983 1888,,,,,,
154,LED LIGHTING CENTRAL ASIA,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x34128fe016e1204f8802a7a0cded23c0,+7 777 209 45 45,infollca@belintegra.by,www.llca.kz,,,87772094545,,,,,,
155,LEIRIMETAL S.A.,Portugal - Leiria,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x134232b8a309de4da66cd435816f5b9f,+ 351 244800430,"leirimetal@leirimetal.com , jose.neves@leirimetal.com , amadeus.erbes@leirimetal.com",www.leirimetal.com,https://www.instagram.com/leirimetal_sa/,Leirimetal,"Jose Neves +351919593596, Amadeus Erbes +351912955273",Leirimetal.heavy.clay.solutions,-,-,VK: -,https://twitter.com/leirimetal,-
156,LIKHODIEVSKAYA T. V.,Russia,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x757fbc2e125a804ea52f88c13f4aab4b,,,,,,,,,,,,
157,LINYI CONSMOS IMP.&EXP. CO.,"China - Shandong, Linyi",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xef6f23e8a6e82e4bb3914c5c5f54b6bb,+8618669660999,sales@consmos.com,www.consmos.com,,,+8618669660999,Consmos Wood,,,,,
158,LIPETSK REGION EXPORT SUPPORT CENTER,Russia - Lipetsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xdb1374998330234e9272b97b133706e5,"+7 (4742) 37-13-48, 37-13-88","export-48@yandex.ru, sda@liptpp.ru",export48.ru,,,,,,,,,
159,LKZ LAKOVAR,Russia - Saint-Peterburg,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xf7e013985baca54e89cbea8c5f243637,+7-961-800-50-80,001@lakovar.ru,www.lakovar.ru,,,+7-961-800-50-80,,,,,,
160,LMB,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe820dddaab45984ab446e85cbff14d0b,+7 771 7651101,office@lmb2022.kz,www.lmb2022.kz,,,,,,,,,
161,ZHEJIANG LONGYE PIPEINDUSTRY CO,China - Hangzhou,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x37cd43c6df429146b2856b3c2e4ed81b,0086-571-82458886,Longyeguanye@163.com,,,,,,,,,,
162,CHANGZHOU MINGJIE BUILDING MATERIAL EQUIPMENT MANUFACTURING CO.,China - Changzhou,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x185b1d145f7be94e8f3de465a870e499,+86-519-68880156,layerzhu@163.com,https://www.mjaacmachine.com/,,,+86-13775120393,,,,,,
163,MAAN,Poland - Rzeszotary,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xb950cf1d6b5a064997ed2ce7659e622e,+48607074241,info@maan.net.pl,www.maan.net.pl,,,0048607074241,https://www.facebook.com/MaanTools,https://www.youtube.com/channel/UCNFdcJNH6xzj_ozKzjHyLHg,,,,
164,MASA,Germany - Andernach,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x991af9e1fcc68246951ecef9af2c8c60,+49 2632 9292-0,info@masa-group.com,masa-group.com,https://www.instagram.com/masagroup_/,https://www.linkedin.com/company/masagroup/,,https://www.facebook.com/masa.gmbh,https://www.youtube.com/c/milestonetosuccess,,,,
165,MAX-TRUDER GMBH,Germany - Magdeburg,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x9c01f3d6b21fd04b891fd3458a9269f1,+49 6725 30099 0,info@maxtruder.com,www.maxtruder.com,https://www.instagram.com/maxtruder_gmbh/,https://www.linkedin.com/company/max-truder-gmbh,,,https://www.youtube.com/channel/UCBemB6LpMIucrlVBCkb1FVA,,,,
166,MAYAKMETALL,Kazakhstan - Uralsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xd3950c2e3f47f44db9b6004c52b8291e,+7-711-293-91-74,kz@mayakmetall.kz,mayakmetall.kz,@mayakmetall.kz,,,,,,,,
167,MAYTONI,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xd820573738561a46b2616ded4a9bf4a7,+77075375869,a.kostyunina@maytoni.ru,maytoni.ru,https://instagram.com/maytoni_russia,,,,https://www.youtube.com/@maytoni_russia,https://t.me/maytoni_russia,VK: https://vk.com/maytoni_russia,,
168,MEANDER GROUP,Russia - Omsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xd8f3268f4a52c947abe43b98a9129f67,+7 (3812) 53-44-75,mail@meandr.group,www.meandrstroy.ru,,,+79293613040,,https://www.youtube.com/@zashita_sten,,,+79293613040,
169,MEESENBURG KAZAKHSTAN,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x68e4c63fe186c448bc8758458c11af63,87780965533,ala.order@meesenburg.kz,www.m-365.kz,meesenburg.kz,,8 778 096 55 33,,,,,,
170,MEETING AREA,,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3cb3a1b4833b,,,,,,,,,,,,
171,MEMAAR BUILDING SYSTEMS FZC,United Arab Emirates - Sharjah,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x2546a1ae407f7941a48178c0a98d588c,+97165149999,sales@mbs.ae,www.mbs.ae,https://www.instagram.com/mbsfzc/,https://www.linkedin.com/company/13395872/,,https://www.facebook.com/mbsuae,https://www.youtube.com/channel/UCoXgoCHikL9Z1C8_ji_yxZA,,,,
172,MESA FORMWORK,Turkey - Ankara,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xdf62d69afe4bb64291b92f535bed157d,+903122773300,info@mesaformwork.com,www.mesaformwork.com,https://www.instagram.com/mesaformwork/,https://www.linkedin.com/company/mesa-imalat/,https://wa.me/message/D3ZZAMJVQ2AKH1,https://www.facebook.com/mesaformwork/,https://www.youtube.com/channel/UCIhZfznTALK9Z3yr0krrQ2w,,,https://twitter.com/mesaimalat,
173,METALIKS FACTORY,Russia - Novosibirsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x32c922aa790a934e9036322fec510d25,+79529383081,z-metaliks@bk.ru,z-metaliks.ru,https://www.instagram.com/zavod_metaliks/,,+79529383081,,https://www.youtube.com/watch?v=vuhGZeZrpig&list=PLtVP4Pbp4TPr020Kn8Zw4MfHKgfNGdeB9,metaliks_factory,VK: https://vk.com/zavod_metaliks,,
174,MILLENNIUM OVERSEAS,India - Morbi,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xae9221dc78e7454a823cd47eb052958b,"+91 9328220444, +91 9725544444",export2@romilimpex.net,www.millenniumtiles.com,millennium_tiles,Millennium Tiles,"+91 9328220444, +91 97235 20444",Millennium Tiles,,,,,
175,MINERALSTROYSERVICE,Kazakhstan - Zhitikara,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3b70f3b3b38e,+7 708 395 36 92,mineralstroi@mail.ru,,@ecoline_decking,,+7 707 574 97 64,@ecoline_decking,,,,,
176,MIR PARKETA,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x815fd72d4048f5ef11ee21fc385fe58e,+77780030863; +77715580799,info@mirparketa.kz,mirparketa.kz,https://www.instagram.com/mirparketa_kz,,"https://api.whatsapp.com/send/?phone=77780030863&text=,&app_absent=0",https://www.facebook.com/mirparketa.kz,https://www.youtube.com/@mirparketa1716,,,,
177,M-KONSTRUKTOR,Russia - Velikie Luki,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa3a8986d6424ea48bf576498ea674f47,8 (81153) 6-10-05,info@m-konstruktor.ru,m-konstruktor.ru,https://www.instagram.com/mkonstruktor.ru,https://ru.linkedin.com/company/m-konstruktor,,https://www.facebook.com/MKonstruktorCompany,https://www.youtube.com/channel/UCo-yiMinD1Zl0JtnB2xRIpw,t.me/M_Konstruktor,VK: https://vk.com/m_konstruktor,,
178,MODALIGHT,Russia - Vladimir,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x2b3ff41a6304a340980d50b4b5194f0f,+7 902 888-44-30,hmelev@lightfabric.ru,lightfabric.ru,https://instagram.com/modalight.ru?igshid=MzRlODBiNWFlZA==,,+7 902 888-44-30,,,,,,
179,MOLDTECH,Spain - Seville,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x85d43b8edf9d4c4b91ea858bbd5402ff,+34637787506,olga@moldtechsl.es,www.moldtechsl.es,moldtech_sl,https://www.linkedin.com/company/moldtech-sl/,+34637787506,,https://www.youtube.com/c/MoldtechSL,,,,
180,NINGBO MINDE BUILDING MATERIALS CO.,China - Ningbo,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x54f99749a338ce42a754e2aea50a62b0,0086-13957475202,jodie@chinaminde.com,www.chinaminde.com,,,,,,,,,
181,МЕСА LTD,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8161cef8ebd4913f11ee3730fac3d028,+7 701 738 55 74,r.jandybaev@meca.kz,meca.kz,mesa_ltd,,+7 701 738 55 74,,mecaltd1584,+7 707 62 26 375,,,
182,NAMAVARAN POUYA CHASB CASPIAN,Iran - Qazvin,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x6256e234a0b9a848b8b3d87677034334,+971 501 59 59 48,info@porta-trade.com,https://porta-trade.com/,,https://www.linkedin.com/in/portatrade-trading-co-7a7bb725a?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAD_k0q8BKj3W1H2HoEXRVmgc81VWC3VLuw0&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_all%3Bgz%2B4d%2FzyS4%2BabtTLXb7Dlw%3D%3D,+971 501 59 59 48,,,+971 501 59 59 48,,,
183,NANJING FIBERGLASS RESEARCH & DESIGN INSTITUTE CO,China - Nanjing,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x30308cadf62efa4baa7201d9346e865a,+86 13605185730,419034343@qq.com,www.fiberglasschina.com,,,,,,,,,
184,"NANTONG KINGWAY COMPLEX MATERIAL CO.,LTD",China - Nantong,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x5de4cd0f36aa2d4b9940f25d9a2fc468,+8613813799788,terry@hekway.com,www.hekway.com,,,,,,,,,
185,NOVBYTKHIM,Russia - St.Petersburg,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x53feddaedc40984ca4eb8c7888366e22,+7 812 3223933,petrov@newchem.ru,newchem.ru,,,,,,,,,
186,ONVIZ,Russia - Kirov,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xea5cc8244581c84683f1b79d15b692c2,8 800 250 50 62,order@onviz.ru,karniz-onviz.ru,www.instagram.com/karniz_onviz/,,wa.me/79123301137,www.facebook.com/karnizonviz/,www.youtube.com/@Onviz,t.me/Onviz_bot,VK: https://m.vk.com/onviz,,+7(800)250-50-62
187,OPTIMAS GMBH,Germany - Saterland-Ramsloh,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x72978952807e9046acf643efb2d96f80,+494498-9242-0,e.spadi@optimas.de,www.optimas.de,https://www.instagram.com/optimas_pavingspecialist/,https://www.linkedin.com/company/optimas-maschinenfabrik-h-kleinemas-gmbh/,,https://www.facebook.com/optimas.de,https://www.youtube.com/user/Pavingspecialist,,,,
188,OZCELIK MAKINA SAN. TIC. A.S,Turkey - Istanbul,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x7f0687ec8c83ff4a92278bf6df38a20c,+902163042010,info@oz-machine.com,www.oz-machine.com,,,,,,,,,
189,LLC PK PROMIZ,Russia - Novosibirsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x6862c4af53a172478e1c72ccb177b6e6,+(383)300-04-04,promiz1@yandex.ru,www.рцпо.рф,Да,,,,Да,,VK: Да,,
190,PAN CREATIONS,India - Bhilwara,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x6885671f66e9ea40a3ee6b6a152f8bdc,+91-1482-242102,sunil@pancreationsindia.com,www.waferthinstone.com,https://www.instagram.com/pancreationsindia2004/,https://www.linkedin.com/in/pan-creations-india-9427b0272/,+919829046766,https://www.facebook.com/pancreationsindia2004,https://www.youtube.com/@PANCREATIONSINDIA-sw7ml,,,https://twitter.com/PanCreatio86094,
191,PANGU SEALING TECHNOLOGY CO.,"China - HeBei, XingTai",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x4531d2dd7b404a48801a6500f14ef0a6,+86 13930904639,pangusealing@126.com,,,,,,,,,,
192,PDK ZAVOD PODOKONNIKOV,Russia - Furmanov,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xd343a8761073324cacb6f724feb8f7ba,8-800-500-52-31,seller1@zavodpdk.com,заводпдк.рф,,,,,,,VK: https://vk.com/zavodpdk,,
