id,Title,Country-City,url,Phone,Email,Website,Instagram,Facebook,YouTube,WhatsApp,Telegram,Linkedin,Vkontakte,Twitter,Viber
93,ДИМ СТРОЙ ТОО,Казахстан - Усть-Каменогорск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0dcc8b4d3a5,8 723 249 27 20,office@dimstroi.kz,www.dimstroy.kz,dimstroy_kz_,,,,,,,,
94,"ДОЛЯ, ЗАО",Беларусь - Минск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0dcc8b4d3a3,+375296747572,dolya@dolya.com,www.dolya.com,dolya_belarus,,https://www.youtube.com/watch?v=8MZRqel3OFk&t=7s,+375296747572,+375296747572,,,,+375296747572
95,ДЭВИД БРАУН САНТАСАЛО ФИНЛЯНДИЯ,Финляндия - Ювяскюла,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0183f4ab40f,+358 293 401 000,finland@dbsantasalo.com,www.dbsantasalo.com,,,https://www.youtube.com/@DavidBrownSantasalo/featured,,,https://www.linkedin.com/company/david-brown-santasalo,,,
96,ДЭТРА,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0183f4ab40d,+7 776 795 65 73,ishmatov@detra.pro,www.detra.pro,@detra_pro,pro.detra,https://www.youtube.com/c/MasterdrillingRSA,,,https://www.linkedin.com/company/detra-mining,,,
97,ЖУРНАЛ ДОБЫВАЮЩАЯ ПРОМЫШЛЕННОСТЬ ЦЕНТРАЛЬНАЯ АЗИЯ,Россия - Красноярск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x395a63bbc1f12e4fb71e5bc4257656ab,+7 391 219 01 19,pr@pgmedia.ru,www.dprom.kz,,,,,https://t.me/dpromKZ,,,,
98,EMG AUTOMATION GMBH,Германия - Венден,https://reg.iteca.kz/list/detailsfull.aspx?link=0x2b22eef785300948acc2e630769c07c8,+492762612-0,info@emg-automation.com,www.emg.elexis.group,,,www.youtube.com/@EMGautomation,,,www.linkedin.com/company/emg-automation-gmbh,,,
99,ENAEX,Франция - PARIS,https://reg.iteca.kz/list/detailsfull.aspx?link=0x9eea5a6cb0ccf9458c56a17a47c75491,+33672135719,olivier.savornin@daveybickfordenaex.com,www.enaex.com,,https://www.facebook.com/Enaex/,,,,https://www.linkedin.com/company/enaex/,,https://twitter.com/Enaex_SA,
100,EURASIAN MACHINERY (ЕВРАЗИАН МАШИНЕРИ) ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x51f381dfba7b7d4c8ea492d2af934226,+7 727 344 33 66,info@eurasiancm.com,www.eurasianmachinery.kz,@eurasianmachinery.kz,https://www.facebook.com/eurasiancm,https://www.youtube.com/@eurasianmachinery170,+77011102112,,,,,
101,EUROECOTECH,Германия - Дармштадт,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0dcc8b4d39f,+ 491758793283,info@euroecotech.de,www.euroecotech.de,,,,+ 49 175 879 32 83,,,,,+ 49 175 879 32 83
102,ЕВРОСПЕЦАРМАТУРА,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1734d7845762,392-94-64,info@eurospecarmatura.kz,www.eurospecarmatura.kz,,,,,,,,,
103,ЕДИНАЯ ТОРГОВАЯ СИСТЕМА - КАЗАХСТАН ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1734d7845763,7 727 2515967,"sergey.baltushev@utsrus.com, kanat@utsrus.com","www.ets-stroy.ru, www.utsrus.com",,,,,,,,,
104,"ЕЛГЕЗЕР ВЭА ПРОДАКТС, АЛМАТИНСКИЙ ЗАВОД ИЗНОСОСТОЙКОЙ ПРОДУКЦИИ",Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1734d7845764,+7 777 705 57 71,info@elgezer.kz,www.elgezer.kz,,,,+7-(777)-7055771,,,,,
105,"JIANGSU GUOMAO REDUCER CO.,LTD",Китай - CHANGZHOU,https://reg.iteca.kz/list/detailsfull.aspx?link=0x40a719747a075a43b9dde8fbbfbc2207,+86-13585322864,ning.zhang2204015@guomaoreducer.com,www.guomaoglobal.com,,,,,,,,,
106,"JIAOZUO ZHONGXIN HEAVY INDUSTRIAL MACHINERY CO.,LTD.",Китай - JIAOZUO,https://reg.iteca.kz/list/detailsfull.aspx?link=0x4e955ea811a1304386aaebf9260d17d0,86 13676922611,sales3@zxcrusher.com,www.zxcrusher.com,,https://www.facebook.com/zhongxincrusher,https://www.youtube.com/channel/UClaHNhrJAP9jmJ2_K17FySw/videos?view=0&sort=dd&shelf_id=0,+8615837172725,,https://www.linkedin.com/company/6428472/admin/feed/posts/,,https://twitter.com/zxrockcrusher,
107,"JINAN YZH MACHINERY EQUIPMENT CO.,LTD",Китай - JINAN,https://reg.iteca.kz/list/detailsfull.aspx?link=0x921dc86408a39e4ea1b8503792ef2c76,+86-531-85962369,yzh@breakerboomsystem.com,www.yzhbooms.com,,,,,,,,,
108,"JINSHI DRILLTECH CO.,LTD.",Китай - TANGSHAN,https://reg.iteca.kz/list/detailsfull.aspx?link=0xa71d9c778c09de4dae4faf7e780d5e19,86-15933255079,oliver.liu@jsexplo.com,www.jsexplo.com,,,,86-15933255079,,,,,
109,"ZHEKUANG HEAVY INDUSTRY CO., LTD",Китай - SHANGHAI,https://reg.iteca.kz/list/detailsfull.aspx?link=0xf3890d59e99ab145948b430b505f62d5,86-15221168950,frank@cnzkzg.com,www.cnzkzg.com,,,www.youtube.com/@lingenhua6628/videos,,,,,,
110,"ZHENGZHOU KAISHAN MECHANICAL & ELECTRICAL EQUIPMENT CO.,LTD",Китай,https://reg.iteca.kz/list/detailsfull.aspx?link=0x700bfb987893cf4c9fe9234edb4ee179,,,,,,,,,,,,
111,"ZHENGZHOU VANGUARD MACHINERY TECH CO.,LTD.",Китай - Чжэнчжоу,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8162bd396bc9787911ee3dae35c86533,+86 150 3823 1117,dima@vanguardtec.com,www.vanguardtec.com,,,,+86 150 3823 1117,+86 150 3823 1117,,,,
112,"ZHONGTIAN BOYUN (TIANJIN) GROUP CO.,LTD",Китай - Tianjin,https://reg.iteca.kz/list/detailsfull.aspx?link=0xd598592937eb874e98b684fbfcad102c,+86 13920464633,229765457@qq.com,www.cnhammer.net; www.zhongtianboyun.com,,https://www.facebook.com/sun.mingsheng,,,,,,,
113,ЖИГЕРМУНАЙСЕРВИС ТОО,Казахстан - Атырау,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1734d7845765,+7 7122 76 33 95,"sales@ekpd.kz, al.serikova@zms.kz",www.zms.kz,zhigermunaiservice2000,,,,,Zhigermunaiservice LLP,,,
114,ZENITH РЕЗИНОВЫЕ ПРОМЫШЛЕННЫЕ ИЗДЕЛИЯ,Индия - Мумбаи,https://reg.iteca.kz/list/detailsfull.aspx?link=0x241edbb6981d2e46a7fd86a0b1647e8e,+919619926066,manish.n@zenithrubber.com,www.zenithrubber.com,,,https://www.youtube.com/channel/UCYrhosMufCzU3o5FYpBfsVQ,,,https://in.linkedin.com/company/zenith-industrial-rubber,,,
115,ZENITH ШАНХАЙСКАЯ ГОРНАЯ КОМПАНИЯ ООО,Китай - SHANGHAI,https://reg.iteca.kz/list/detailsfull.aspx?link=0xb8b72bee31b252459dc08a276753c9c9,86-21-58386256,info@zenith-crusher.com,www.zenithcrusher.com,https://www.instagram.com/zenith_crusher1,https://www.facebook.com/zenithcrusher/,https://www.youtube.com/channel/UCbbRdWA7Go_tqpzKkQkxurw,,,https://www.linkedin.com/company/2522054/admin/,,,
116,"ZIBO QIMINGXING NEW MATERIAL INCORPORATED CO.,LTD",Китай - Zibo,https://reg.iteca.kz/list/detailsfull.aspx?link=0x0628b756af33f644a1e69f450815e902,5333591856,eva@chinaqimingxing.com,www.qmxwearceramics.com,,https://www.facebook.com/ultrawearceramics/,,+8618953352218,,https://www.linkedin.com/company/zibo-qimingxing-new-material-incorporated-co-ltd,,,
117,ZOOMLION,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x9d9afee70ca13643ad6321cacce0b157,+7 777 747 2867,zoomlion@info.kz,www.zoomlion.kz,,,,,,,,,
118,ЗАВОД БУРОВОГО ОБОРУДОВАНИЯ,Россия - Оренбург,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc027b4a57cdb,"+7 3532 756805, +7 3532 754267",zakaz@zbo.ru,www.zbo.ru,https://instagram.com/zbo_drill,,https://www.youtube.com/@zbo_drill,,https://t.me/zbo_drill,,ВКонтакте: https://vk.com/zbo.drill.industries,,
119,ЗИТРОН ТОО,Казахстан - Актобе,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1fa2327bcf7f,+7 771 860 07 36,ermek@zitron.com,,,,,+77718600736,,,,,
120,ENGINEERING DOBERSEK GMBH,Германия - Moenchengladbach,https://reg.iteca.kz/list/detailsfull.aspx?link=0x5e82a7190561d741bd975da3d1e85433,+492161901080,info@dobersek.com,www.dobersek.com,,,,,,,,,
121,ICA EVENTS,Объединенные Арабские Эмираты - Dubai,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8162bd396bc9787911ee3cb1da3ac68f,+971 4 5545319,info@ica-eurasia.com,ica.events,,,,,,,,,
122,IFE AUFBEREITUNGSTECHNIK GMBH,Австрия - Waidhofen / Ybbs,https://reg.iteca.kz/list/detailsfull.aspx?link=0xc86aafbc23195f4ca891a1322b7361cf,+4374425150,office@ife-bulk.com,www.ife-bulk.ru,,https://www.facebook.com/ife.bulk/,https://www.youtube.com/channel/UCL9Bf5HWfW3BRkhh20PmJAg,,,https://www.linkedin.com/company/5790207/,,,
123,"INTERTECH PROCESS TECHNOLOGY, INC. , США",Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8157a21980bd259d11eda8f509d18f18,+7 700 735 06 35,info.ipk@intertechprocess.com,www.intertechprocess.com,,,,,,,,,
124,IPC MACHINES,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8162bd396bc9787911ee3fdb47833110,7 727 228 22 22,info@ipc-machines.com,www.ipc-machines.com/kz/ru,,,,,,,,,
125,"IRAETA ENERGY EQUIPMENT CO., LTD.",Китай - JINAN,https://reg.iteca.kz/list/detailsfull.aspx?link=0xa2f741985ab85c4a9adc817c1442f2aa,0086-531-83801288,sales3@iraeta.com,www.iraeta.com,https://www.instagram.com/iraetaforgings/,,https://www.youtube.com/channel/UC4ANlff98ncOZWaEFQN3tzg,,,https://www.linkedin.com/company/10247076/admin/,,,
126,IRANIAN BUSINESS CENTER (IRBC),Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8161cef8ebd4913f11ee351c63617152,+7 727 393 31 14; +7 701 755 45 59,irbc.kz@gmail.com,www.irbc.kz,,,,,,,,,
127,IRKAZ  METAL CORPORATION,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8162bd396bc9787911ee40a5df63a3f9,"+7 727 311 02 82, +7 701 880 01 20",,,,,,,,,,,
128,ISFAHAN COPOLYMER,Иран,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8162bd396bc9787911ee40a5df63a3f8,00983136258710-12,export@isfahancopolymer.com,,,,,,,,,,
129,ITECA,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8161cef8ebd4913f11ee3698094abe58,+7 727 2583434,contact@iteca.kz,www.iteca.kz,https://www.instagram.com/building_events_kz/,https://www.facebook.com/building.events.kazakhstan,https://www.youtube.com/watch?v=pb0Rw5CuaWA,+7 707 549 12 40,,https://www.linkedin.com/company/iteca/,,,
130,ИНДУРАД ГМБХ,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x2f248f95d21d394586f60229d13d75f9,+7 747 652 97 40,eurasia@indurad.com,www.indurad.com,,,,,,https://www.linkedin.com/company/indurad,,https://twitter.com/indurad,
131,"ИНПРОТЕХ, ТОО",Казахстан - Астана,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee30274bf17cb0,+7 717 297 30 10,info@enprotech.kz,www.enprotech.kz,enprotech.ru,enprotech.ru,,+7 705 783 67 51,enprotechspb,enprotechkz,ВКонтакте: enprotech,,
132,"ИНТЕРРИН НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕИЕ, ТОО",Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee17c571b7ae52,+7 727 339 91 69,interrin@yandex.ru,www.interrin.kz,,,,,,,,,
133,ИНФОРМАЦИОННО-АНАЛИТИЧЕСКИЙ ПОРТАЛ  НЕДРОПОЛЬЗОВАНИЯ КАЗАХСТАНА,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x469be27a8c3619468fc86258f5838213,+7 727 376-62-60,info@2k.kz,www.infonedra.kz,,,,,,,,,
134,ИСКАДАЗ - ЗАВОД СПЕЦИАЛЬНОГО МАШИНОСТРОЕНИЯ,"Россия - Новгородская область, поселок Панковка",https://reg.iteca.kz/list/detailsfull.aspx?link=0x8161cef8ebd4913f11ee351c63617157,+7 8162 64 53 86,info@iskadaz.ru,www.iskadaz.ru,,,https://www.youtube.com/channel/UCeiKSYZZ-c3n_RA6iAbJh_A,7 911 641 0293,https://t.me/Iskadaz,,ВКонтакте: https://vk.com/club160888348,,7 911 641 0293
135,ИСКРА НОВОСИБИРСКИЙ МЕХАНИЧЕСКИЙ ЗАВОД  АО,Россия - Новосибирск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc027b4a57cdd,2725416,iskra@nmz-iskra.ru,www.iskra-nmz.ru,,,,,,,,,
136,COMPRESSOR TECHNOLOGY ТОО,Казахстан - Астана,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8157a21980bd259d11eda8f509d18f05,+7 700 805 22 22,office@compressortechnology.kz,www.chkz-kompressor.kz,,,,8 700 805 22 22,,,,,
137,KAZAKHSTAN JINGHONG ENGINEERING MACHINERY LTD. ЧАСТНАЯ КОМПАНИЯ,Казахстан - Алматинская область,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8161cef8ebd4913f11ee351c63617153,+7 727 341 06 68; +7 701 341 06 68,info@sany-kazakhstan.kz,www.sany-kazakhstan.kz,sany.kaz,,,+ 7 701 341 06 68,,,,,
138,KAZMINTECH ENGINEERING ТОО,Казахстан - Усть-Каменогорск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x0dc29955a452ce44878cb4139283111f,+7 7232 50 51 00,info@kazmintech.com,www.kazmintech.com,@kazmintech,@kazmintech,,,,,,,
139,KAZPROM AVTOMATIKA ТОО,Казахстан - Караганда,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0183f4ab3fd,"+7 7212 502260, +7 7212 502265",info@avtomatika.kz,www.avtomatika.kz,,,,,,,,,
140,KAZREMMA,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0183f4ab3fe,+7 727 221 90 30,tiptop@remma.kz,www.remma.kz,www.instagram.com/kazremmaservice/,,https://www.youtube.com/@KazRemmaService,,,,,,
141,KINGDA PUMP GROUP COMPANY LTD.,Китай - Shijiazhuang,https://reg.iteca.kz/list/detailsfull.aspx?link=0x2641ccce073958409ba3e079718ab3b8,+86 18633935649,info@kingdagroup.com,www.kingdapump.com,https://www.instagram.com/kingdagroup/,https://www.facebook.com/kingdagroup,https://www.youtube.com/@kingdagroup,+86 18633935649,,https://www.linkedin.com/company/kingdagroup/,,https://twitter.com/kingdagroup,
142,KLINGSPOR SP. Z O.O.,Польша - Bielsko-Biala,https://reg.iteca.kz/list/detailsfull.aspx?link=0x58492daaf2ce3f49a8c3f537e3418105,+48 33 82 82 100,klingspor@klingspor.pl,www.klingspor.pl,https://www.instagram.com/klingspor_polska/,https://www.facebook.com/Klingspor-Polska-682123042204377,https://www.youtube.com/@klingsporpolska,,,https://www.linkedin.com/company/12583979,,,
143,KOEPPERN,Германия - Хаттинген,https://reg.iteca.kz/list/detailsfull.aspx?link=0xbf22268794fd824187582627371395ef,+49 2324  207-0,sales@koeppern.com,www.koeppern-international.com,https://www.instagram.com/maschinenfabrik.koeppern,https://www.facebook.com/maschinenfabrik.koeppern,https://www.youtube.com/channel/UCZzgJIqG4asGF7 NjaxqwxuQ,,,https://www.linkedin.com/company/maschinenfabrikkoeppern-gmbh-&-co.-kg,,,
144,KRAEMER MINING GMBH,Германия - Rheda-Wiedenbrueck,https://reg.iteca.kz/list/detailsfull.aspx?link=0xe3ef5f7bdfb98944ae7585d4804c763e,+49 (2522) 83880,mining@kraemer24.com,www.kraemer24.com,https://www.instagram.com/kraemer_mining,,,,,https://de.linkedin.com/company/kraemer-mining-gmbh,,,
145,KROOSH,Израиль - Ашдод,https://reg.iteca.kz/list/detailsfull.aspx?link=0x50284a17f0216c4c9985c105fbec125c,+972 54 527 70 93,sales@kroosh.com,www.kroosh.ru,,,https://www.youtube.com/@KrooshTechnologiesRu,,,https://www.linkedin.com/company/kroosh-technologies-ltd/,,,
146,KULAN OIL ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0183f4ab3ff,+7 727 311 12 25,reception@kulanoil.kz,www.kulanoil.kz,instagram.com/kulanoil.kz,,,,,,,,
147,"QINGDAO FAMBITION HEAVY MACHINERY CO.,LTD",Китай - QINGDAO,https://reg.iteca.kz/list/detailsfull.aspx?link=0x570e4dfd4122c84db736c82248c48a84,+86-0532-87900000,info@fambition.com,www.cn.fambition.com,,,,,,,,,
148,"QINGDAO HAMBITION DRIVETRAIN COMPONENTS & PARTS CO., LTD.",Китай - QINGDAO,https://reg.iteca.kz/list/detailsfull.aspx?link=0x9765c8cb60507649ba26e725886e5c3c,+86-532-87900000,info@fambition.com,www.hambition.com,,,,,,,,,
149,"QINGDAO SINOMAX ENGINEERING MACHINERY & EQUIPMENT CO., LTD.",Китай - QINGDAO,https://reg.iteca.kz/list/detailsfull.aspx?link=0x03c58592bcc91c43b9aabf793f37afff,0086-13789855299,Antony@smg-sinomax.com,www.smg-sinomax.com,,,,,,,,,
150,"QUFU ZHUOYUE HEAVY INDUSTRY SCIENCE&TECHNOLOGY CO.,LTD","Китай - JINING, SHANDONG",https://reg.iteca.kz/list/detailsfull.aspx?link=0x646a12148a2f7d4791c42d90f1f2d32c,+86 0537 5052006,zhuoyueindustry@hotmail.com,www.cncarry.com,,"QUFU ZHUOYUE HEAVY INDUSTRY SCIENCE&TECHNOLOGY  CO.,LTD","QUFU ZHUOYUE HEAVY INDUSTRY SCIENCE&TECHNOLOGY  CO.,LTD",+8618815379465,,"QUFU ZHUOYUE HEAVY INDUSTRY SCIENCE&TECHNOLOGY  CO.,LTD",,"QUFU ZHUOYUE HEAVY INDUSTRY SCIENCE&TECHNOLOGY  CO.,LTD",
151,КАЗГИПРОЦВЕТМЕТ ТОО,Казахстан - Усть-Каменогорск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x898d188bb0e1494688b630cf63c78f68,+7 7232 20 82 23,kgcm@kgcm.kz,www.kgcm.kz,kgcm_official,,,,,,,,
152,КАЗШИНА-ПРЕМИУМ,Казахстан - Астана,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8161cef8ebd4913f11ee351c63617154,+7 777 474 23 83,kazshina_premium@mail.ru,,,,,,,,,,
153,КАЗЭКСПЕРТПРОМ ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee17c571b7ae53,+ 7 777 7 9999 19,info@kazexprom.kz,www.kazexprom.kz,,,,+ 7 777 7 9999 19,,,,,+7 777 7 9999 19
154,КАМАЗ ЕВРО СЕРВИС ТОО,Казахстан - Шымкент,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee17c571b7ae54,+7 701 718 85 85,mamut.alimov@gmail.com,www.kamazeuro.kz,,,,,,,,,
155,КАРЬЕР-СЕРВИС КАЗАХСТАН ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc090307435a8,+7 727 331 03 00,kz@qsgrp.com,www.qskz.kz,https://www.instagram.com/quarry_service/,https://www.facebook.com/qsspb/,,,https://t.me/qsgroupofficial,,,,
156,КВАРЦ ТОРГОВЫЙ ДОМ,"Россия - Курская область, г. Железногорск",https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee3149f65f0250,+7 999 333 46 66,mail@tdquartz.com,www.tdquartz.com,,,,,,,,,
157,КИРОВСКИЙ ЗАВОД КОММУНАЛЬНОГО ОБОРУДОВАНИЯ,Россия - Киров,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee17c571b7ae69,+7 922 977 71 17,sales-kzko43@mail.ru,,,,,+7-922-977-71-17,,,,,
158,КЛИНКМАНН КАЗАХСТАН,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee327b56b4a8d4,+7 777 228 77 19,klinkmann@klinkmann.kz,www.klinkmann.kz,,,https://www.youtube.com/c/KlinkmannRussia,,https://t.me/klinkmannsoftware,https://www.linkedin.com/company/klinkmann-kazakhstan-new,ВКонтакте: https://vk.com/klinkmann,@KlinkmannOy,
159,КОЛАВЕНТ,Казахстан - Астана,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc090307435a9,+7 812 383 99 69,kolavent@kolavent.ru,www.kolavent.ru,,,,,,,,,
160,"КОМПОЗИТ, НПО",Россия - Курск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc090307435aa,+7 4712 200 600,sales@composit-industrial.com,www.composit-industrial.com/ru,,,https://www.youtube.com/channel/UCpGtJAkdBm32bq58YgvlH6A/,,,,ВКонтакте: https://vk.com/composit_industrial,,
161,КОРРУС ТЕХ АЗИЯ ТОО,Россия - Астана,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee2f8076a70705,+7 717 297 15 40,korrus-asia@mail.ru,www.korrus.kz,,,,,,,,,
162,КОРУНД ГМК ТОО,Казахстан - Усть-Каменогорск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee17c571b7ae59,+7 7232 26 54 80,info@korund.kz,,gmk.korund,,GMK Korund,,,,,gmk_korund,
163,КРУММЕНАУЭР,Германия - Neunkirchen,https://reg.iteca.kz/list/detailsfull.aspx?link=0x36ed68b9589ccf4ab2679cd37f7ef2a5,+496821-105105,mining@krummenauer.de,www.krummenauer.de,,,,,,,,,
164,"КУРЫЛЫС ТЕХНИКА, ТОО",Казахстан - Караганда,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee17c571b7ae65,+7 7212 90 24 19,info@kurylysteh.kz,www.kurylysteh.kz,,,,,,,,,
165,LHS ROCK DRILLING TOOLS LIAONING MACHINERY EQUIPMENT SALES CO. LTD.,Китай - HULUDAO,https://reg.iteca.kz/list/detailsfull.aspx?link=0x2743786995d40c42ac7196a9e709f242,+86 429 4428053,info@lhsdrill.com,www.lhsrocktool.com,,,,+86 187 40298585,,,,,
166,LNK INDUSTRIES JSC,Латвия - Riga,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8161cef8ebd4913f11ee35026933dc9a,+371 6743 9900,technology@lnk-industries.lv; office@lnk-industries.lv,www.lnk-industries.lv/en,,,,,,https://www.linkedin.com/company/lnkindustries/posts/?feedView=all,,,
167,"LUOYANG DAHUA HEAVY INDUSTRY SCIENCE & TECHNOLOGY CO., LTD.","Китай - Luoyang city, Henan Province",https://reg.iteca.kz/list/detailsfull.aspx?link=0x71e7cac6640201469ff3c48999c0cb03,+86-379-18238885747,13559927@qq.com,www.lydhcrusher.com,,https://www.facebook.com/lydhcrusher,https://www.youtube.com/@luoyangdahuaheavyindustrys1958,+86-379-18238885747,,https://www.linkedin.com/company/luoyang-dahua-heavy-type-machinery-co--ltd/mycompany/,,,
168,"LUOYANG SINOROCK ENGINEERING MATERIAL CO., LTD.",Китай - Luoyang City,https://reg.iteca.kz/list/detailsfull.aspx?link=0x0647d9927863d848a48277163d2c7c30,+86 15517921850,mktg@sinorockco.com,www.sinorockco.com,,,,+86 15517921850,,,,,
169,"LUOYANG ZHONGDE HEAVY INDUSTRIES CO., LTD",Китай - LUOYANG,https://reg.iteca.kz/list/detailsfull.aspx?link=0xa6c0ff10ff600a47a8ebf1a74f5c2402,+86-17538860301,market013@lyzdzg.cn,www.zdzg.cn,,,,+86 17538860301,,,,,
170,ЛЕЙКА ГЕОСИСТЕМС КАЗАХСТАН ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1fa2327bcf7d,+7 727 303 17 17,info@leica-geosystems.kz,www.geosystems.kz,https://instagram.com/leica.geosystems.kazakhstan,https://www.facebook.com/LeicaGeosystemsKazakhstan/,https://www.youtube.com/channel/UCNsR5bnhyOI2-_AXmE8gv6g,+77017533607,,https://www.linkedin.com/company/leica-geosystems-kazakhstan/,,,
171,"ЛЯОНИН ЛИМИТЕД , КАУЧУКОВАЯ ПРОМЫШЛЕННОСТЬ ХАНПЕНГА",Китай - FuXin,https://reg.iteca.kz/list/detailsfull.aspx?link=0x03a1460307bac3428ec8be1984e45f70,008613464878668,hanpeng_alice@163.com,,,,https://www.youtube.com/channel/UC3a92AXou3FMGZDNc8ROC_w,008613464878668,,https://www.linkedin.com/in/ma-jing-934187247/,,,
172,MAGNA TYRES WORLD B.V.,Нидерланды - Waalwijk,https://reg.iteca.kz/list/detailsfull.aspx?link=0xf776896e5c317d46876bcda8f404e19d,+31416675220,hein@magnatyres.com,www.magnatyres.com,https://www.instagram.com/magnatyres.group/,https://www.facebook.com/magnatyresgroup/,https://www.instagram.com/magnatyres.group/,,,https://www.linkedin.com/company/magna-tyres-group/mycompany/,,,
173,MAGOTTEAUX EAST MEDITERRANEAN LTD,Кипр - Limassol,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8161cef8ebd4913f11ee35026933dc9b,+357 99 450297,mamoon.yassin@magotteaux.com,www.magotteaux.com,,,,+35799450297,,,,,
174,"MAXDRILL ROCK TOOLS CO.,LTD",Китай - Guiyang,https://reg.iteca.kz/list/detailsfull.aspx?link=0x005473b046a8454083f603f35120a7bf,0851-88639106,office@kemaico.com,www.maxdrillrocktools.com,https://www.instagram.com/maxdrillrocktools/,https://www.facebook.com/maxdrillrocktools,https://www.youtube.com/@maxdrillrocktools6877/videos,1-312-459 0718,,https://www.linkedin.com/company/76202470/admin/feed/posts/,,,
175,MCI GROUP,Казахстан - Караганда,https://reg.iteca.kz/list/detailsfull.aspx?link=0xc03b6c374395e44fb716283f7737b901,+7 7212 996 492,info@mci-group.kz,www.mci-group.kz,,,,,,,,,
176,ME ELECMETAL,"Соединённые Штаты Америки - Minneapolis, Minnesota",https://reg.iteca.kz/list/detailsfull.aspx?link=0x87be71a62a4caa4da362844d4817fbd5,+17788757525,amakovetski@meglobal.com,www.me-elecmetal.com,meelecmetal,ME Elecmetal,,,,,,,
