id,Title,Country-City,url,Phone,Email,Website,Instagram,Facebook,YouTube,Telegram,Vkontakte,Linkedin,Twitter,WhatsApp,Viber
95,FOCUS & FUSION,"China - Hangzhou, Zhejiang",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x14ec20708fc5aa419b9a99ef265b56f1,+8613357160866,teresa.yu@focus-fusion.com,www.focus-fusion.com,,https://www.facebook.com/FocusFusionHealthcare,https://www.youtube.com/@focusfusionhealthcare9535,,,https://www.linkedin.com/company/focus-fusion-healthcare/mycompany/,,,
96,"FORTIS PAI, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x62602ebbfdbfef47811116c2f4e9562e,+7 (727) 234-46-44,"pd1@fortispai.kz, info@fortispai.kz",www.fortispai.kz,,,,,,,,,
97,"FOTEK, LTD",Russia - Ekaterinburg,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xea178ebdcd0a1946b7f307696df8c58e,+7 (343) 217 63 40,fotek@fotek.ru,www.fotek.ru,ooo_fotek,,Fotekcorp,ooo_fotek,,,,,
98,FRENCH HEALTHCARE ASSOCIATION,France - Paris,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x573d9af14574474aa2aa41542ee1ab00,+33 (0)609 30 63 59,Elisabeth.arnaud@frenchhealthcare-association.fr,www.frenchhealthcare-association.fr/en/,,,,,,,,,
99,"GELIKA, LLP",Kazakhstan - Petropavlovsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x706c9b10b1effc43a14096efa374eec0,+77152534287,gelika@gelika.kz,www.gelika.kz,too.gelika,,,,,,,+77019379511,
100,"GEMSS HEALTHCARE CO., LTD.",South Korea - Gyeonggi-do Paju,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xdcb9441beba45a43abf1560d1276de6a,+82 31 995 2285,dk@gemss-healthcare.com,www.gemss-healthcare.com,,,,,,,,,
101,"GENENOTE, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x62874576eb990749a9cb3111afd39664,+77015415147,a.akhauova@genenote.kz,,,,,,,,,+77015415147,
102,"GENSTAR TECHNOLOGIES CO., INC.","United States of America - Chino, California",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x553b3564d8797d4ebb0a42bf8ae85642,+1-909-6062726,andrian@gentec.com.cn,www.genstartech.com/products/medical,https://instagram.com/genstartech/,https://www.facebook.com/genstartech,,,,http://www.linkedin.com/company/genstartech,https://twitter.com/genstartech,,
103,GEO MED,Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x258f6560319fad498a0453f7ecda7956,"+7 968 555-22-20, +7 977-932-03-89",geo.med2022@gmail.com,www.geomed.online,,,,,,,,,
104,"GOLDMEDSYSTEMS, LLP",Kazakhstan - Astana,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x5379e4cbcf662f459de01b7aff732d4d,+7 778 774 1111,salergms@gmail.com,www.aedplus.kz,,,,,,,,+7 778 774 1111,
105,HANGZHOU SINGCLEAN MEDICAL PRODUCTS CO.LTD.,China - Hangzhou,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xdf5f89008a2ef94998f26902cd1837bb,86571-63431868-8019,operation@singclean.net,www.singclean.net,singdermofficial,Singclean,Singclean Medical,,,Singclean,Singclean Medical,,
106,"HEALTHY WORLD, LLC",Russia - Saint-Petersburg,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xc34b9efbcdea0244a3b8d15a9adc7f8c,+7 (812) 3857455,info@zmir.ru,www.zmir.ru,https://instagram.com/zmir_ru,,https://youtube.com/@zmir_ru,https://t.me/zmir_ru,VK: https://vk.com/zmir_ru,,,,
107,"HEARING REHABILITATION CENTER, LLP",Kazakhstan - Ust'-Kamenogorsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x025c7648347bfb4a8904a3a57e0c503f,+7-707-793-91-00,centr_sluha@mail.ru,www. yxo.kz,yxo.kz,,,,,,,+7-707-793-91-00,
108,"HELICON, LLC",Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x00ee0b7d08389541a710f9e7905173d1,+7 (499) 705-50-50,mail@helicon.ru,www.helicon.ru,,,,,,,,,
109,"HEM, LTD",Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xf776c063a60927448bbaccec19b4bdfc,"+7 (495) 612-43-12 - ext. 503, 271",export@hemltd.ru,www.hemltd.ru,,,https://www.youtube.com/user/HEMltdcompany/featured,https://t.me/hemltd,VK: https://vk.com/hemltdlab,,,,
110,HEMACORE,Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x28f1dccc10c5334e9250948b6f29f9cb,+7 (495) 258-25-38,mail@hemacore.com,www.hemacore.com,,,,,,,,,
111,"HENAN HEALTHY MEDICAL PRODUCTS CO., LTD",China - Zhengzhou,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x1a10aed65fc3934d8aa086b957df29bf,0086-371-67686868,don@healthysurgical.net,www.healthysurgical.net,,,,,,,,008618625369225,
112,"HUBEI WOOZON HEALTHCARE CO., LTD.",China - Xiantao,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xed3c4a71eb9c8b4cafb629227a3860d4,+86-13593994079,lily@woozon.cn,www.hbwoozon.com,,,,,,,,0086-13593994079,
113,"IEMTI ORDEKT / INNOVATIVE MEDICAL TOOLS, LLC",Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe5b95ac5bf91a74f96901c8c110f840d,+79168496520,n.varbanskaia@inmedtools.com,www.ordekt.com,,,https://www.youtube.com/channel/UCmpDrx3mnvUOiPiagkjYbMg,https://t.me/travmatologirossii,VK: https://vk.com/ordekt_inmedtools,,,https://www.instagram.com/ordekt_inmedtools/,
114,IKA - WERKE GMBH & CO. KG,Germany - Staufen,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x3c48d6b382dd0144a72ef4daf7552096,+497633831215,bozidar.nikic@ika.de,www.ika.com,,,,,,,,,
115,IMCOPHARMA A.S.,Czech Republic - Bilovec,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xad504523bbb2dc47a68860f4a003d57b,+420 556 778 411,sales@imcopharma.com,www.imcopharma.com,,www.facebook.com/imcopharma,,,,www.linkedin.com/company/imcopharma,,,
116,IMPULSE DEVICE,Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8935b1ef3bf7414b83538fcdecf23464,+7 499 394-55-68,impulse-nnn@mail.ru,www.orion-device.ru,,,,,,,,,
117,"INSTITUTE OF NUCLEAR PHYSICS, MINISTRY OF ENERGY",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xb4995726641d5d448929af8d2619e867,+7 727 386-52-43,bek@inp.kz,www.inp.kz,@inp_kz,www.facebook.com/inp.kz,,,,,,+7-777-220-77-14,
118,"INTEC PRODUCTS, INC.",China - Xiamen,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x27bf571a3c536440a256b0a470b8e21a,+86-592-6807188,intecproducts@asintec.com,www.intecasi.com,,,"InTec PRODUCTS, INC.",,,"InTec PRODUCTS, INC.",,,
119,INTERMEDICA ALMATY,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x96b8272c380fc0448f7b03a41b252fae,8 727 352 79 70,info@intermedica.kz,www.intermedica.kz,https://www.instagram.com/intermedicakz/,https://www.facebook.com/intermedicakz,,,,,,8 777 352 79 70,
120,"ISHYM MEDICAL, LLP",Kazakhstan - Astana,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x65188de2962ade499479fd95d462720f,+7 717 298 57 24,ceo@ishym-medical.kz,www.ishym-medical.kz,,,,,,,,,
121,"IVD HOLDING, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe1ce5f8ac618264b89486abf3c97138d,+7 (727) 309-16-11,ivdholding@ivdh.kz,www.ivdh.kz,,,,,,,,,
122,"THE INSTITUTE OF BIOORGANIC CHEMISTRY, THE NATIONAL ACADEMY OF SCIENCES OF BELARUS",Belarus - Minsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x468912a4bda59d428036b678bdd452de,+375 17 3979612,babitskaya@iboch.by,www.iboch.bas-net.by,,,,,,,,,
123,"JIANGSU HUALAN NEW PHARMACEUTICAL MATERIAL CO.,LTD",China - Jiangyin,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x656ca9f9a5283f4fb3bff60962e337cb,+86 17306112568,chengm@hlnpm.com,www.hlnpm.com,,,,,,,,+86 17306112568,
124,KARSAI ALBA KFT.,Hungary - Szekesfehervar,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x90889372013d93418aa910eed2c751b1,+36 22 510010,szentes.margit@karsai.hu,www.karsai.hu,,,,,,,,,
125,"KAZANADA, ITC",Kazakhstan - Astana,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xd518aaeb6ae1b845ae80ac9fe0316132,+77084256594,office@kazanada.com,www.kazanada.com,kazanada_itc,,,https://t.me/kazanada,,www.linkedin.com/in/kazanada,,+77084256594,
126,"KAZMEDEQ.KZ, LLP",Kazakhstan - Astana,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xc7b60eaa4f9a03409a418ec1dcdb2b32,+ 7 (717) 222-25-00,info@kazmedeq.kz,www.kazmedeq.kz,_kazmedeq_,,,,,,,87001222500,
127,"KAZMEDIAL, LLP",Kazakhstan - Shymkent,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xad717828b13e224f84938185e80d7df3,87017688323,ninel9997@mail.ru,www.kazmedial-market.kz,Kazmedial-market.kz,,,,,,,87017688323,
128,"KAZMEDPRO.KZ, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xf13f285100296741ae3a5a78d9dc4fad,+7 (708) 863-57-76,info@kazmedpro.kz,www.kazmedpro.kz,,,,,,,,+7(747)299-66-61,
129,"KAZYNA ADS, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xceaa8344e592854cba25768d56b29eb9,+ 7 701 783 01 76,info@adskazyna.kz,www.adskazyna.kz,,,,,,,,,
130,"KEXING BIOPHARM CO.,LTD",China - Shandong,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xd0037a69cd80fd4d9735c2d40855e5c4,+86-15634806607,chenxiaoyu@kexing.com,www.kexing.com,,,,,,Kexing BIopharm,,,
131,"KIFMED, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x289536a4e074a14c83d584ba797269f6,"8 727 394 76 29, 87019583062",info@kifmed.kz,,,,,,,,,,
132,KMDA,South Korea - Seoul,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x0e4993fa11af88498b4aac1b9d78e86b,+8270 4837-5053,ted@medinet.or.kr,"www,medinet.or.kr",,,,,,,,,
133,"KME - ANTI-АGE, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x71b61e05d4e58c45b4d6d08e56117e2a,+77775061481,labelamafia@bk.ru,www.kmedex.org,,,,,,,,,
134,KOMBIMED GMBH,Germany - Dortmund,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x7119906f57d4e14b9fcbd99aa22cf57c,"+49 231 33019870, +77066707025",sales@kombi-med.com,www.kombi-med.com,https://www.instagram.com/kombimed,https://www.facebook.com/kombimed.GmbH,,+77066707025,,https://www.linkedin.com/company/kombimed-gmbh/,,+77066707025,
135,"KONTAKT, LLP",Kazakhstan - Shymkent,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x5c8807b2f88d5343807c845c4902ea8f,"+7 7252 555090, 555096, 553345",info@kontaktfarm.kz,www.kontaktfarm.kz,kontaktfarm_kz (http://www.instagram.com/kontaktfarm_kz/),kontaktfarm (https://www.facebook.com/kontaktfarm),ТОО Контакт (https://www.youtube.com/channel/UCgybLAFPdFvvbUbZCa3By9g),,,,llpkontakt (https://twitter.com/llpkontakt),https://wa.me/77479448102,
136,"KRISTALL AST, LLP",Kazakhstan - Astana,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x861b4d4ccd2aa8409cb5a447f59abc38,+7 747 440 40 21,info@kristallast.kz,,@medmagkz,,,,,,,"+7 747 177 09 66, +7 747 177 07 86",
137,KUZNETSOV 'S LABORATORY,Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xc2fd94b008c55e4281586f42b228408e,+7 (499) 678-81-40,info@kuznecov-lab.ru,www.kuznecov-lab.ru,https://www.instagram.com/laboratoria_kuznecova/,,https://www.youtube.com/@user-ng1bt8qb4m,,VK: https://vk.com/applicator_kuznetsova,,,,
138,"LABORATORY SOLUTIONS, LLC",Russia - Barnaul,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x79a74c96f5606d4bb323401880f8691e,8-800-551-61-71,sales@lab-solution.ru,www.лаб-решение.рф,,,,,,,,,
139,"LABTECHNOLOGY, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe3221de5cd7626499e74d6f824067b0a,+77010533309,sales2@labtech.kz,www.labtech.kz,LabTechnology,LabTechnology,LabTechnology,+77010533309,,,,+77010533309,
140,"LAMSYSTEMS, CC","Russia - Miass, Chelyabinsk region",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xb5d6a91845737d4899a7fab90d61a63e,+7 (3513) 255-255,sale-sng@lamsys.ru,www.lamsys.ru,,,https://www.youtube.com/user/lamsys,,VK: https://vk.com/lamsys,,,,
141,"LAUMA MEDICAL LSEZ, LLC",Latvia - Liepaja,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x961cd3270734ec4685b5e17746ae233f,+371 261 122 15,medical@laumamedical.com,www.laumamedical.com,https://www.instagram.com/lauma.medical/,https://www.facebook.com/LaumaMedical/,https://www.youtube.com/@laumamedical4330,,VK: https://vk.com/laumamedical,,,,
142,"LEPU MEDICAL, LTD",China - Beijing,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x292167e4e287b24f88be8c900932a478,86 10 80120622,alex.sun@lepu-medical.com,www.en.lepumedical.com,https://www.instagram.com/lepumedical/,https://www.facebook.com/LepuMedical,https://www.youtube.com/channel/UCrXPvIDjjs1Ljo5oO8HttKA,,,https://www.linkedin.com/company/3995243/admin/,https://twitter.com/Lepu_Medical,,
143,"LIMI CONSULTING SERVICE, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x85c99e49f311f640b81f9b11805f59c9,+7 7085001056,info@lcs-kz.com,www.lcs-kz.com,https://www.instagram.com/limi.kz/,https://www.facebook.com/lcskz,,,,https://www.linkedin.com/in/olzhas-akhmetsadyk-574314168/,,+77085001056,
144,LITOPLAST-MED,Belarus - Minsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x6ea45cfd6f5a3a4f84d83b25ccb7bcc5,+375 29 674 27 77,kurzova@litoplast.by,www.litoplast.by,,,,375 29 671 15 00,,,,375 29 674 27 77,375 29 674 27 77
145,LOJER MEDICAL,Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x7c9224c422fa9943bc1d91b6deba1901,+7 495 269-06-95,info@lojer.com,www.lojer.com,,,,,,,,,
146,"LONGEST, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x5fb6b15576ef9b4c93a5662200fb5c80,"+7 (727) 310-24-29, +7 777 129 9690",info@longest.kz,www.4clinic.kz,longest.uvt,,https://www.youtube.com/channel/UCjOARc4hWXnU2Uc61c0HHiQ,longest_uvt,VK: https://vk.com/uvt.longest,,,+7 747 860 4028,
147,"LR MED, LTD",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x470e3d2f3bf3b149a33270fd37e48ba4,+7 (727 2473868,lr_med@mail.ru,,,,,,,,,,
148,"LYTECH CO, LTD",Russia - Москва,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x62b85a830d4b1b4781eb361d50cd39a5,+74952583947,info@lytech.ru,www.lytech.ru,,,https://www.youtube.com/channel/UCpUqF1N74JF7JpRc5b8UoVA/videos,,,,,,
149,"MBIONICS, LLC",Kazakhstan - Astana,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe90e8bb633b5184e93ca8a20b7ece334,+77051703774,info@mbionics.kz,www.mbionics.kz,mbionics_company,,,,,,,+77051703774,
150,"MC MED-CONTINENT KZ, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x899fd38b2321b34a989f1d4b910c4476,+7 (727) 221-85-11,info-kz@med-continent.kz,www.med-continent.kz,@med_continent_kz,medcontinentkz,,,VK: medcontinentkz,,,+77022049409,+77010987904
151,"MEDCOMFORT, LLP",Kazakhstan - Shymkent,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xd417b21ab340ef41b9be4188991fd540,+77252450051,sales@medcomfort.kz,www.medcomfort.kz,medcomfort.kz,medcomfort.kz,,,,,,+77075450051,
152,MEDELEMENT,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x9cc649b1728d0b4581695fb1959757c9,+77470940220,office@medelement.com,www.medelement.com,,,,https://t.me/medelementcom,,,,,
153,MEDIATRADE S.R.O.,Czech Republic - Policna,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x11113b0b935efa47a02e411f3553d13b,+420777048081,business@mediatrade.cz,www.mediatrade.cz,,,,,,,,,
154,"MEDICAL INNOVATIVE TECHNOLOGIES, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x5a8b5f471ccb23489dd29b2bc7f5f5f1,"+7 (727) 348 00 03, +7 (717) 297 21 03",info@medico-intech.kz,www.medico-intech.kz,@medico_intech,https://www.facebook.com/profile.php?id=100088307473067,https://www.youtube.com/@medicaltechnologies01,,,,,+77013091953,
155,"MEDICAL SOLUTIONS, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x9942ab6c468eeb41b5a1f62a7c6c3a6b,+77018796970,medsolutions@yandex.ru,,,,,,,,,,
156,"MEDICAL STORE, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x442119085851754b9564db0fd9a3e7b2,"+77272219110, +77058737227",info@medstore.kz,www.medstore.kz,medstore.kz,,,,,,,,
157,"MEDICAL SYSTEMS AND TECHNOLOGIES, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x99960907272cc84ba10ea18756b3161b,+7 (727) 310-86-13,yes@medsyst.kz,www.medsyst.kz,https://www.instagram.com/mst_asia/,https://www.facebook.com/profile.php?id=100089643847263,https://www.youtube.com/medsyst,https://t.me/mst_medsyst,VK: https://vk.com/medsyst_ltd,,,+79313892246,
158,MEDICAL VISUAL SYSTEMS,Russia - Saint-Petersburg,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xbe1f638ca83f31409aeb1b864325763e,+7 (812) 334 49 39,mail@mvsystem.ru,www.mvsystem.ru,https://instagram.com/medical_visual_systems?igshid=YmMyMTA2M2Y=,,https://www.youtube.com/channel/UCzDo8hiQrv17M3ywbjN1JKQ,https://t.me/medicalvisualsystems,VK: https://vk.com/public211635455,,,,
159,"MEDICAL-SERVICE, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xc077e9e7030928478beeda83b3400376,+7 701 512 69 74,sales@medical112.kz,www.medical112.kz,https://www.instagram.com/medical112service/,https://www.facebook.com/Medicalsrvice,https://www.youtube.com/channel/UCwBZbeOqzTPXfsNBU0d-OMw/videos,,VK: https://vk.com/medical112,,,,
160,MEDICINOFF,Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xbe2765d6a5d9db479bcaa5d43977f85f,+7 (495) 545 49 54,info@medicinoff.ru,www.medicinoff.ru,,,,,,,,,
161,"MEDICUS-M, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x84561321451c14459fd428f57a30a905,87778115665,Yussupovaa@mail.ru,,,,,,,,,,
162,"MEDIKER, LLP",Kazakhstan - Astana,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8a1e39c0a75fdc4096b0ff17eb31e329,"+7 (7172) 55-80-91 вн. 171 (канцелярия), +7 (7172) 79-76-76 (call-центр)","pochta@mediker.kz, pr@mediker.kz",www.mediker.kz,https://www.instagram.com/mediker.healthcare/,https://www.facebook.com/profile.php?id=100089674201844,https://www.youtube.com/channel/UC592-4GapnXbSy-edxFVFlQ,,,,,,
163,"MEDIKRAFT, LLC",Russia - Novosbirsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x3d384c9175afd543bf08235c836af1cb,+7 3832136391,sales@medikraft.ru,www.medikraft.ru,,,,,,,,,
164,"MEDILUX, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x646e70507aec6940a6ddddfba1208a2a,"+7 (727) 2695419, 2611482",info@medilux.kz,www.medilux.kz,medilux_kz,,,,,,,,
165,MEDINDUSTRIA SERVICE LTD,Belarus - Minsk region,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8d8d33aeead3a743810b12ccaf74dd94,+375 17 543 19 19,med@medin.by,www.medin.by,,,,,,,,,
166,MEDIOLA,Belarus - Minsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa8d4b5c7d77e92498cee4b1420d76055,+375 17 385 19 22,info@mediola.by,www.mediola.by,https://www.instagram.com/mediola.by/,https://www.facebook.com/mediola.medical/,https://www.youtube.com/@mediola6071,+375293851921,VK: -,-,-,+375293851921,+375293851921
167,"MEDITECH, LLP / DR.ESTETIC TECHNOLOGIES",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x5bf72ee03bd6e9428a89dd55cc454e85,+7 706 420 48744,cherney@hi-meditech.ru,www.estetic-tech.kz,https://www.instagram.com/estetic.tech.kz/,,,,,,,,
168,"MEDPLANT, LLC",Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x6b72a0ff56d6e84ea63ff276ec2a9702,+7495 223 60 16,medplant@medplant.ru,www.medplant.ru,,,https://www.youtube.com/channel/UCHDmVxHViDDK_zYgBsxXyvw,https://t.me/medplantm,VK: https://vk.com/medplant,,,,
169,MEDPROTECH,Russia - Barnaul,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x96ba638a96c2fc4e921ced4fb095aeec,+7 983 5480361,sarana@list.ru,www.medprotech.ru,,,,,,,,,
170,"MED-RAY, LLC",Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xf6856f7d91c4ba4496660a0d83ebe439,+7 (495) 668 07 64,info@med-ray.ru,www.med-ray.ru,,,https://youtube.com/@archimedmed-ray435,,,,,,
171,"MEDRUG, LLC",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa2405a7d32a75e46b2b11fe4e91a7ed2,+7 775 192 99 11,info@medrug.kz,www.medrug.kz,medrug.kz,medrug.kz,@medrug8843,medrug.kz,,,,+7 700 680 99 11,
172,MEDSTANDARD,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xc0a170e67215ab4fb6021d435a20129f,+7 727 250 00 11,info@medstandard.kz,www.medstandard.kz,https://www.instagram.com/medstandard.kz/,https://www.facebook.com/medstandard.kaz,https://www.youtube.com/@medstandard907,https://t.me/medstandard_news,,https://www.linkedin.com/in/medstandard-kazakhstan-25a41310b,https://twitter.com/MedstandardRu,https://wa.me/77760055463?text=,
173,"MEDTRADE KAZAKHSTAN, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x345368e14297aa49a32d669d98436d8c,+77017690975,medtradekz@mail.ru,www.chison.com.kz,https://instagram.com/chison.kz?igshid=ZjE2NGZiNDQ=,https://www.facebook.com/chison.kz?mibextid=LQQJ4d,chison.com,https://t.me/chisonkz,,,,87778970881,87017690975
174,"MEDTRANS, LLP",Kazakhstan - Kostanay,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xb1b4a546ce7744449ba547ec5120f62e,+7 (7142)50-99-76,medtrans.kst@gmail.com,,,,,,,,,,
175,MELITTA,Russia - Moscow,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xe180bd1223139c4dbf4fcf4f9abaff72,+7 (495) 729-35-34,mail@melitta-uv.ru,www.melitta-uv.ru,,https://www.facebook.com/melitta.uv.ru,https://youtube.com/@user-wd5qm8hk2d,,,https://www.linkedin.com/company/melitta-uv,,,
176,"METEOR IT, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xfdbe6e4262d3134199ede37dc1918b5a,+7 727 3396-800,order@meteorit.kz,www.meteorit.kz,meteorit.kz_official,Meteorit.kz,@meteorit2907,,,,,,
177,"MIASSKY MEDICAL EQUIPMENT PLANT-K, LLP",Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa404decad0c54b42bd7ee8f8e1c37770,+7 727 341 03 78,mzmok@list.ru,www.laminar.ru,,,,,,,,,
178,"MICO BIOMED CO., LTD.",South Korea - Seongnam-si,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xc5e6ad3c4f08284cb6640e52ef462a90,+82 70-5227-6027,salesbio@micobiomed.com,www.micobiomed.com,,,https://youtube.com/@micobiomed3386,,,https://www.linkedin.com/company/micobiomeduk/,,,
179,"MICRO SOLUTIONS, LLP",Kazakhstan - Karaganda,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x9e8f6d95e1c40a44a278f4d1ba937ef5,+7 705 205 00 16,info@mcrs.kz,www.mcrs.kz,https://instagram.com/micro.solutions.llp?igshid=YmMyMTA2M2Y=,https://www.facebook.com/micro.solutions.llp/?_rdc=1&_rdr,https://www.youtube.com/@LabQuryltai/featured,https://t.me/labquryltai,,,,+7 705 205 00 16,
180,MINA WORLD,South Korea - Changwon-si,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xc94bd44644d0934cbfc833a4ec7182de,"+82 10-8938-2372, +82-70-8150-2372",minalee@mostkr.com,www.mostkr.com,kbeauty.tour,,,+82 10-8938-2372,,,,+82 10-8938-2372,
181,"MINFOUND MEDICAL SYSTEMS CO., LTD",China - Hangzhou,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x5ce329222f95a74bac6dbd2dc1e1c6d4,+86(0571)85196059,info@minfound.com,www.minfoundmedical.com,,"MinFound Medical Systems Co., Ltd",@minfound_medical,,,"MinFound Medical Systems Co., Ltd",@MinfoundMedical,,
182,MINISTRY OF EDUCATION OF THE REPUBLIC OF BELARUS,Belarus - Minsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xccfae425e5eb944fbd0d401cd4f3ea32,+375 17 2008328,maksutenko@edu.gov.by,www.edu.gov.by,https://www.instagram.com/minedu_rb/,https://www.facebook.com/belarusminedu/,,https://t.me/MinobrofBelarus,,https://vk.com/public144430687,https://twitter.com/minobr_rb,,
183,"MINSKINTERCAPS, UE",Belarus - Minsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xec0e42f434f79642ad3c0d59c7142d69,+375173222718,marketing@mic.by,www.mic.by,,,,,,,,,
184,"MLT, LLC","Russia - Dubna, Moscow region",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xd252bf39b441514bb77867d21cc27279,+7-495-287-8100,mlt.dubna@mail.ru,"www.emco.ru, www.fastainer.com",,,,,,,,,
